,Geography,Estimate!!Total,Estimate!!Total!!U.S. citizen born in the United States,Estimate!!Total!!U.S. citizen born in Puerto Rico or U.S. Island Areas,Estimate!!Total!!U.S. citizen born abroad of American parent(s),Estimate!!Total!!U.S. citizen by naturalization,Estimate!!Total!!Not a U.S. citizen,NAME,state,county,tract
3430,1400000US06037920016,4560,3851,0,23,530,156,"Census Tract 9200.16, Los Angeles County, California",06,037,920016
3431,1400000US06037920017,4735,4025,0,35,475,200,"Census Tract 9200.17, Los Angeles County, California",06,037,920017
3432,1400000US06037920018,2277,2139,0,15,100,23,"Census Tract 9200.18, Los Angeles County, California",06,037,920018
3433,1400000US06037920020,6929,5432,0,115,509,873,"Census Tract 9200.20, Los Angeles County, California",06,037,920020
3434,1400000US06037920023,2865,2048,0,32,279,506,"Census Tract 9200.23, Los Angeles County, California",06,037,920023
3435,1400000US06037920026,389,291,0,6,61,31,"Census Tract 9200.26, Los Angeles County, California",06,037,920026
3436,1400000US06037920028,6883,5400,17,79,1170,217,"Census Tract 9200.28, Los Angeles County, California",06,037,920028
3437,1400000US06037920029,3573,2698,27,36,462,350,"Census Tract 9200.29, Los Angeles County, California",06,037,920029
3438,1400000US06037920030,5815,4523,34,51,778,429,"Census Tract 9200.30, Los Angeles County, California",06,037,920030
3439,1400000US06037920031,6146,5017,0,28,875,226,"Census Tract 9200.31, Los Angeles County, California",06,037,920031
3440,1400000US06037920032,3509,2937,0,34,472,66,"Census Tract 9200.32, Los Angeles County, California",06,037,920032
3441,1400000US06037920033,619,554,0,10,4,51,"Census Tract 9200.33, Los Angeles County, California",06,037,920033
3442,1400000US06037920034,3636,2662,0,50,561,363,"Census Tract 9200.34, Los Angeles County, California",06,037,920034
3443,1400000US06037920035,7462,5041,0,97,1207,1117,"Census Tract 9200.35, Los Angeles County, California",06,037,920035
3444,1400000US06037920036,3200,2289,43,33,523,312,"Census Tract 9200.36, Los Angeles County, California",06,037,920036
3445,1400000US06037920037,7654,5223,0,84,890,1457,"Census Tract 9200.37, Los Angeles County, California",06,037,920037
3446,1400000US06037920038,4612,3136,0,58,682,736,"Census Tract 9200.38, Los Angeles County, California",06,037,920038
3447,1400000US06037920039,1878,1583,0,50,174,71,"Census Tract 9200.39, Los Angeles County, California",06,037,920039
3448,1400000US06037920040,3478,2445,0,15,563,455,"Census Tract 9200.40, Los Angeles County, California",06,037,920040
3449,1400000US06037920041,2966,2225,0,95,466,180,"Census Tract 9200.41, Los Angeles County, California",06,037,920041
3450,1400000US06037920042,7444,6279,0,12,892,261,"Census Tract 9200.42, Los Angeles County, California",06,037,920042
3451,1400000US06037920043,6241,4415,18,81,1238,489,"Census Tract 9200.43, Los Angeles County, California",06,037,920043
3452,1400000US06037920044,2777,2341,0,4,294,138,"Census Tract 9200.44, Los Angeles County, California",06,037,920044
3453,1400000US06037920045,4690,3718,0,61,675,236,"Census Tract 9200.45, Los Angeles County, California",06,037,920045
3454,1400000US06037920102,5610,4265,0,87,615,643,"Census Tract 9201.02, Los Angeles County, California",06,037,920102
3455,1400000US06037920104,3073,2632,0,12,356,73,"Census Tract 9201.04, Los Angeles County, California",06,037,920104
3456,1400000US06037920106,3451,2533,0,39,476,403,"Census Tract 9201.06, Los Angeles County, California",06,037,920106
3457,1400000US06037920107,4580,3428,0,20,884,248,"Census Tract 9201.07, Los Angeles County, California",06,037,920107
3458,1400000US06037920108,5244,4007,44,35,739,419,"Census Tract 9201.08, Los Angeles County, California",06,037,920108
3459,1400000US06037920109,5772,4486,24,96,832,334,"Census Tract 9201.09, Los Angeles County, California",06,037,920109
3460,1400000US06037920110,3421,2726,14,9,424,248,"Census Tract 9201.10, Los Angeles County, California",06,037,920110
3461,1400000US06037920111,2882,2450,0,51,335,46,"Census Tract 9201.11, Los Angeles County, California",06,037,920111
3462,1400000US06037920112,4354,3681,26,21,495,131,"Census Tract 9201.12, Los Angeles County, California",06,037,920112
3463,1400000US06037920114,6648,5379,19,65,675,510,"Census Tract 9201.14, Los Angeles County, California",06,037,920114
3464,1400000US06037920115,4036,3284,4,46,271,431,"Census Tract 9201.15, Los Angeles County, California",06,037,920115
3465,1400000US06037920116,5149,4101,0,61,846,141,"Census Tract 9201.16, Los Angeles County, California",06,037,920116
3466,1400000US06037920118,6425,5344,0,27,844,210,"Census Tract 9201.18, Los Angeles County, California",06,037,920118
3467,1400000US06037920119,2008,1618,0,26,264,100,"Census Tract 9201.19, Los Angeles County, California",06,037,920119
3468,1400000US06037920200,5422,4627,4,28,143,620,"Census Tract 9202, Los Angeles County, California",06,037,920200
3469,1400000US06037920303,1752,1299,4,22,363,64,"Census Tract 9203.03, Los Angeles County, California",06,037,920303
3470,1400000US06037920312,5154,4373,26,11,469,275,"Census Tract 9203.12, Los Angeles County, California",06,037,920312
3471,1400000US06037920313,5456,4326,0,56,716,358,"Census Tract 9203.13, Los Angeles County, California",06,037,920313
3472,1400000US06037920314,2960,2408,0,32,344,176,"Census Tract 9203.14, Los Angeles County, California",06,037,920314
3473,1400000US06037920322,2844,2565,19,24,198,38,"Census Tract 9203.22, Los Angeles County, California",06,037,920322
3474,1400000US06037920326,6888,5562,0,51,919,356,"Census Tract 9203.26, Los Angeles County, California",06,037,920326
3475,1400000US06037920328,2044,1510,6,55,273,200,"Census Tract 9203.28, Los Angeles County, California",06,037,920328
3476,1400000US06037920329,5619,4844,0,0,489,286,"Census Tract 9203.29, Los Angeles County, California",06,037,920329
3477,1400000US06037920330,5179,4072,3,14,815,275,"Census Tract 9203.30, Los Angeles County, California",06,037,920330
3478,1400000US06037920331,3988,3284,13,126,453,112,"Census Tract 9203.31, Los Angeles County, California",06,037,920331
3479,1400000US06037920332,2373,1995,0,26,260,92,"Census Tract 9203.32, Los Angeles County, California",06,037,920332
3480,1400000US06037920334,6236,5020,0,12,773,431,"Census Tract 9203.34, Los Angeles County, California",06,037,920334
3481,1400000US06037920336,6630,3531,0,97,507,2495,"Census Tract 9203.36, Los Angeles County, California",06,037,920336
3482,1400000US06037920337,7566,4676,11,80,1021,1778,"Census Tract 9203.37, Los Angeles County, California",06,037,920337
3483,1400000US06037920338,6150,4486,0,39,1067,558,"Census Tract 9203.38, Los Angeles County, California",06,037,920338
3484,1400000US06037920339,7474,5576,10,139,1130,619,"Census Tract 9203.39, Los Angeles County, California",06,037,920339
3485,1400000US06037930101,61,51,0,0,5,5,"Census Tract 9301.01, Los Angeles County, California",06,037,930101
3486,1400000US06037930200,528,442,5,5,20,56,"Census Tract 9302, Los Angeles County, California",06,037,930200
3487,1400000US06037930301,823,742,0,12,36,33,"Census Tract 9303.01, Los Angeles County, California",06,037,930301
3488,1400000US06037980001,0,0,0,0,0,0,"Census Tract 9800.01, Los Angeles County, California",06,037,980001
3489,1400000US06037980002,0,0,0,0,0,0,"Census Tract 9800.02, Los Angeles County, California",06,037,980002
3490,1400000US06037980003,0,0,0,0,0,0,"Census Tract 9800.03, Los Angeles County, California",06,037,980003
3491,1400000US06037980004,0,0,0,0,0,0,"Census Tract 9800.04, Los Angeles County, California",06,037,980004
3492,1400000US06037980005,0,0,0,0,0,0,"Census Tract 9800.05, Los Angeles County, California",06,037,980005
3493,1400000US06037980006,0,0,0,0,0,0,"Census Tract 9800.06, Los Angeles County, California",06,037,980006
3494,1400000US06037980007,0,0,0,0,0,0,"Census Tract 9800.07, Los Angeles County, California",06,037,980007
3495,1400000US06037980008,74,35,0,0,19,20,"Census Tract 9800.08, Los Angeles County, California",06,037,980008
3496,1400000US06037980009,5,3,0,0,0,2,"Census Tract 9800.09, Los Angeles County, California",06,037,980009
3497,1400000US06037980010,133,70,0,6,32,25,"Census Tract 9800.10, Los Angeles County, California",06,037,980010
3498,1400000US06037980013,0,0,0,0,0,0,"Census Tract 9800.13, Los Angeles County, California",06,037,980013
3499,1400000US06037980014,0,0,0,0,0,0,"Census Tract 9800.14, Los Angeles County, California",06,037,980014
3500,1400000US06037980015,514,448,0,0,17,49,"Census Tract 9800.15, Los Angeles County, California",06,037,980015
3501,1400000US06037980018,0,0,0,0,0,0,"Census Tract 9800.18, Los Angeles County, California",06,037,980018
3502,1400000US06037980019,167,106,0,18,31,12,"Census Tract 9800.19, Los Angeles County, California",06,037,980019
3503,1400000US06037980020,0,0,0,0,0,0,"Census Tract 9800.20, Los Angeles County, California",06,037,980020
3504,1400000US06037980021,12,12,0,0,0,0,"Census Tract 9800.21, Los Angeles County, California",06,037,980021
3505,1400000US06037980022,0,0,0,0,0,0,"Census Tract 9800.22, Los Angeles County, California",06,037,980022
3506,1400000US06037980023,0,0,0,0,0,0,"Census Tract 9800.23, Los Angeles County, California",06,037,980023
3507,1400000US06037980024,258,222,0,7,21,8,"Census Tract 9800.24, Los Angeles County, California",06,037,980024
3508,1400000US06037980025,0,0,0,0,0,0,"Census Tract 9800.25, Los Angeles County, California",06,037,980025
3509,1400000US06037980026,39,39,0,0,0,0,"Census Tract 9800.26, Los Angeles County, California",06,037,980026
3510,1400000US06037980028,0,0,0,0,0,0,"Census Tract 9800.28, Los Angeles County, California",06,037,980028
3511,1400000US06037980030,0,0,0,0,0,0,"Census Tract 9800.30, Los Angeles County, California",06,037,980030
3512,1400000US06037980031,1135,944,0,43,88,60,"Census Tract 9800.31, Los Angeles County, California",06,037,980031
3513,1400000US06037980033,12,12,0,0,0,0,"Census Tract 9800.33, Los Angeles County, California",06,037,980033
3514,1400000US06037990100,0,0,0,0,0,0,"Census Tract 9901, Los Angeles County, California",06,037,990100
3515,1400000US06037990200,0,0,0,0,0,0,"Census Tract 9902, Los Angeles County, California",06,037,990200
3516,1400000US06037990300,0,0,0,0,0,0,"Census Tract 9903, Los Angeles County, California",06,037,990300
3517,1400000US06039000102,3995,3870,0,58,52,15,"Census Tract 1.02, Madera County, California",06,039,000102
3518,1400000US06039000103,5146,4998,0,36,54,58,"Census Tract 1.03, Madera County, California",06,039,000103
3519,1400000US06039000104,4152,3538,1,0,351,262,"Census Tract 1.04, Madera County, California",06,039,000104
3520,1400000US06039000106,5349,5062,0,26,174,87,"Census Tract 1.06, Madera County, California",06,039,000106
3521,1400000US06039000108,6452,6166,0,77,194,15,"Census Tract 1.08, Madera County, California",06,039,000108
3522,1400000US06039000109,2087,1917,0,0,108,62,"Census Tract 1.09, Madera County, California",06,039,000109
3523,1400000US06039000201,8324,6946,5,62,233,1078,"Census Tract 2.01, Madera County, California",06,039,000201
3524,1400000US06039000202,6018,4803,17,20,472,706,"Census Tract 2.02, Madera County, California",06,039,000202
3525,1400000US06039000300,8749,6766,0,0,423,1560,"Census Tract 3, Madera County, California",06,039,000300
3526,1400000US06039000400,1484,1043,0,3,195,243,"Census Tract 4, Madera County, California",06,039,000400
3527,1400000US06039000502,11795,8796,0,28,728,2243,"Census Tract 5.02, Madera County, California",06,039,000502
3528,1400000US06039000503,9348,7265,88,51,1016,928,"Census Tract 5.03, Madera County, California",06,039,000503
3529,1400000US06039000506,6630,4852,37,12,421,1308,"Census Tract 5.06, Madera County, California",06,039,000506
3530,1400000US06039000507,11656,9278,0,115,613,1650,"Census Tract 5.07, Madera County, California",06,039,000507
3531,1400000US06039000508,7382,5886,0,51,366,1079,"Census Tract 5.08, Madera County, California",06,039,000508
3532,1400000US06039000509,6348,5860,0,24,323,141,"Census Tract 5.09, Madera County, California",06,039,000509
3533,1400000US06039000602,4194,2429,14,82,393,1276,"Census Tract 6.02, Madera County, California",06,039,000602
3534,1400000US06039000603,5653,3501,0,46,410,1696,"Census Tract 6.03, Madera County, California",06,039,000603
3535,1400000US06039000604,5779,3020,0,23,502,2234,"Census Tract 6.04, Madera County, California",06,039,000604
3536,1400000US06039000700,12113,9679,11,161,1237,1025,"Census Tract 7, Madera County, California",06,039,000700
3537,1400000US06039000800,6542,4731,0,17,391,1403,"Census Tract 8, Madera County, California",06,039,000800
3538,1400000US06039000900,10199,5665,0,85,692,3757,"Census Tract 9, Madera County, California",06,039,000900
3539,1400000US06039001000,5045,3950,0,40,392,663,"Census Tract 10, Madera County, California",06,039,001000
3540,1400000US06041101100,2689,2393,0,14,235,47,"Census Tract 1011, Marin County, California",06,041,101100
3541,1400000US06041101200,3086,2399,0,13,376,298,"Census Tract 1012, Marin County, California",06,041,101200
3542,1400000US06041102100,2317,2025,0,64,165,63,"Census Tract 1021, Marin County, California",06,041,102100
3543,1400000US06041102202,6419,5288,12,68,422,629,"Census Tract 1022.02, Marin County, California",06,041,102202
3544,1400000US06041102203,5737,4008,0,270,471,988,"Census Tract 1022.03, Marin County, California",06,041,102203
3545,1400000US06041103100,7798,6886,0,90,636,186,"Census Tract 1031, Marin County, California",06,041,103100
3546,1400000US06041103200,7112,5882,0,38,441,751,"Census Tract 1032, Marin County, California",06,041,103200
3547,1400000US06041104101,7835,6125,0,38,891,781,"Census Tract 1041.01, Marin County, California",06,041,104101
3548,1400000US06041104102,5621,3981,0,62,608,970,"Census Tract 1041.02, Marin County, California",06,041,104102
3549,1400000US06041104200,5807,4398,0,130,554,725,"Census Tract 1042, Marin County, California",06,041,104200
3550,1400000US06041104300,1635,1333,0,32,195,75,"Census Tract 1043, Marin County, California",06,041,104300
3551,1400000US06041105000,6581,5185,14,96,680,606,"Census Tract 1050, Marin County, California",06,041,105000
3552,1400000US06041106001,4362,3373,21,25,346,597,"Census Tract 1060.01, Marin County, California",06,041,106001
3553,1400000US06041106002,6229,5040,0,157,464,568,"Census Tract 1060.02, Marin County, California",06,041,106002
3554,1400000US06041107000,7171,5794,0,304,621,452,"Census Tract 1070, Marin County, California",06,041,107000
3555,1400000US06041108100,6839,5738,0,368,560,173,"Census Tract 1081, Marin County, California",06,041,108100
3556,1400000US06041108200,6376,4339,10,49,911,1067,"Census Tract 1082, Marin County, California",06,041,108200
3557,1400000US06041109001,4411,3070,0,95,423,823,"Census Tract 1090.01, Marin County, California",06,041,109001
3558,1400000US06041109002,4129,3628,8,93,269,131,"Census Tract 1090.02, Marin County, California",06,041,109002
3559,1400000US06041110100,5926,4757,0,92,682,395,"Census Tract 1101, Marin County, California",06,041,110100
3560,1400000US06041110200,4896,4265,0,71,444,116,"Census Tract 1102, Marin County, California",06,041,110200
3561,1400000US06041111000,5843,4899,18,67,184,675,"Census Tract 1110, Marin County, California",06,041,111000
3562,1400000US06041112100,4832,3520,0,37,391,884,"Census Tract 1121, Marin County, California",06,041,112100
3563,1400000US06041112201,7700,2984,0,84,668,3964,"Census Tract 1122.01, Marin County, California",06,041,112201
3564,1400000US06041112202,4607,2225,0,35,547,1800,"Census Tract 1122.02, Marin County, California",06,041,112202
3565,1400000US06041113000,3808,3533,0,83,133,59,"Census Tract 1130, Marin County, California",06,041,113000
